"date","IP","INFL","UNEMP"
"1961-10-01",6.048544872723394,0.7701360682812908,6.5
"1961-11-01",9.008734161233889,0.669346541858884,6.1
"1961-12-01",11.80538506952371,0.6686751762295717,6.0
"1962-01-01",10.814870184896552,0.6680051560373546,5.8
"1962-02-01",12.559169101977208,0.9007567158082264,5.5
"1962-03-01",12.487754364788861,1.099827783540963,5.6
"1962-04-01",10.666246539786206,1.3329087708600529,5.6
"1962-05-01",9.031024549043742,1.3315775975772048,5.5
"1962-06-01",7.426913108677491,1.2323220063020113,5.5
"1962-07-01",7.239885382789835,0.9976803738316775,5.4
"1962-08-01",6.4397573949543485,1.1292049577765528,5.7
"1962-09-01",7.18467266971099,1.4569794156694904,5.6
"1962-10-01",5.388951868886593,1.3254004493175042,5.4
"1962-11-01",4.2696012975263375,1.3254004493175042,5.7
"1962-12-01",3.4008954661909563,1.2253837715351157,5.5
"1963-01-01",4.998272541838533,1.3227706097551195,5.7
"1963-02-01",4.510688502256244,1.221338832480301,5.9
"1963-03-01",4.588955491670577,1.1206445557608191,5.7
"1963-04-01",5.2888655614451885,0.889773541986516,5.7
"1963-05-01",6.600560924563359,0.8888947417245774,5.9
"1963-06-01",7.112830256929659,1.3153757558740597,5.6
"1963-07-01",5.757146699844329,1.5432911787051307,5.6
"1963-08-01",5.85080265850495,1.5402565683278802,5.4
"1963-09-01",6.2106603028706076,0.981362144832465,5.5
"1963-10-01",6.794378299445514,1.210549708489994,5.5
"1963-11-01",6.864359548318699,1.308063124310621,5.7
"1963-12-01",6.669028900553453,1.6324227988948614,5.5
"1964-01-01",6.81652985836636,1.6292312151434896,5.6
"1964-02-01",6.357517082559294,1.4009025325579572,5.4
"1964-03-01",5.743963233641569,1.3995346416341814,5.4
"1964-04-01",6.453739167329342,1.5302268312159306,5.3
"1964-05-01",5.815422544616977,1.5287336260144446,5.1
"1964-06-01",5.7989012746314295,1.2982980155036739,5.2
"1964-07-01",6.852759267119701,1.0695289116747997,4.9
"1964-08-01",7.303895247136705,0.9708814126961229,5.0
"1964-09-01",6.681795672684476,1.1650617219975512,5.1
"1964-10-01",4.598586213704037,1.1960705057664,5.1
"1964-11-01",7.152938090997019,1.3873427871955002,4.8
"1964-12-01",8.522040810870823,1.1910651025835328,5.0
"1965-01-01",8.71708550114696,1.0929070532190277,4.9
"1965-02-01",8.661152527101823,1.1899159533085069,5.1
"1965-03-01",9.976345873795278,1.1887690193394196,4.7
"1965-04-01",8.787899428880852,1.3797748174281477,4.8
"1965-05-01",8.998732643920926,1.6010588560479988,4.6
"1965-06-01",9.48821779690836,1.916379311516847,4.6
"1965-07-01",9.768116166245333,1.7891851079103294,4.4
"1965-08-01",9.539368342329047,1.5974780607734385,4.4
"1965-09-01",9.421899155865887,1.7225306281879238,4.3
"1965-10-01",11.820024951133012,1.6887449279994637,4.2
"1965-11-01",9.191803966819156,1.7154169056012858,4.1
"1965-12-01",9.253088339469162,1.901800583576163,4.0
"1966-01-01",9.159166190622647,1.899993824490398,4.0
"1966-02-01",9.18546981820545,2.5253867321203494,3.8
"1966-03-01",9.229447911589794,2.7407606225922976,3.8
"1966-04-01",8.953998138317631,2.8277096096861687,3.8
"1966-05-01",9.123468919139155,2.726159739770706,3.9
"1966-06-01",8.82196567530964,2.406742202196277,3.8
"1966-07-01",8.432770404382062,2.7176434322603082,3.8
"1966-08-01",8.088639633017003,3.4271266735217853,3.8
"1966-09-01",8.763935887519336,3.511313029993479,3.7
"1966-10-01",8.451144740691108,3.7213596340434307,3.7
"1966-11-01",7.345493563259486,3.497184484927862,3.6
"1966-12-01",6.341276399835349,3.304299379069686,3.8
"1967-01-01",5.834462380680883,3.1493803849311774,3.9
"1967-02-01",4.04766821324416,2.8274778468166506,3.8
"1967-03-01",2.123333065629618,2.5162419902243105,3.8
"1967-04-01",2.9028234468962744,2.508543898126936,3.8
"1967-05-01",1.0796801573198067,2.2919261436107785,3.8
"1967-06-01",0.596903462002274,2.8016448736909005,3.9
"1967-07-01",-0.17683766041849402,2.8855456832555415,3.8
"1967-08-01",1.6431579343682223,2.570058310858059,3.8
"1967-09-01",0.552683370240592,2.5623104887897874,3.8
"1967-10-01",0.67314434734147,2.5546092427696454,4.0
"1967-11-01",2.7837445508929193,3.055044419842501,3.9
"1967-12-01",3.624337905019681,3.2280148807292353,3.8
"1968-01-01",3.046194277058012,3.5824726518145056,3.7
"1968-02-01",4.544269982095095,3.5718082602079537,3.8
"1968-03-01",5.421174635079007,3.8637792705413787,3.7
"1968-04-01",4.627241420976924,3.8523281996335257,3.5
"1968-05-01",6.619109792753219,4.142604165429686,3.5
"1968-06-01",6.998166279618001,4.1182289966415375,3.7
"1968-07-01",7.072822992056649,4.393092922572706,3.7
"1968-08-01",5.453478123105304,4.380262265839274,3.5
"1968-09-01",5.99422888690424,4.367506350266126,3.4
"1968-10-01",5.38131996169966,4.6385126580934966,3.4
"1968-11-01",5.246690924825259,4.329680575332429,3.4
"1968-12-01",4.490475776153202,4.598511324182342,3.4
"1969-01-01",5.20143132447779,4.585330449612224,3.4
"1969-02-01",5.481609722638181,4.572224933809466,3.4
"1969-03-01",5.95116559922948,5.114751116694105,3.4
"1969-04-01",5.437882346896927,5.376117689145232,3.4
"1969-05-01",3.9434097005617286,5.36094506053808,3.4
"1969-06-01",4.549112712863801,5.330855345450702,3.5
"1969-07-01",5.229081520425183,5.301101596650382,3.5
"1969-08-01",5.17999809389762,5.28634895570681,3.5
"1969-09-01",4.779453379790066,5.541583914156956,3.7
"1969-10-01",4.610514130753218,5.51103627105185,3.7
"1969-11-01",2.3779994847933583,5.762911283663641,3.5
"1969-12-01",1.794089913638297,5.731445659598,3.5
"1970-01-01",-0.6783268065702064,5.980042330278712,3.9
"1970-02-01",-1.382005308166523,6.226638872600088,4.2
"1970-03-01",-2.2930557055231837,5.9157030847765135,4.4
"1970-04-01",-2.181824102079677,5.884050002293373,4.6
"1970-05-01",-1.9197453406274434,5.868350182809001,4.8
"1970-06-01",-3.215903872260384,5.83720062219073,4.9
"1970-07-01",-3.4971790510121448,5.549640544951506,5.0
"1970-08-01",-3.905194023428571,5.5350095083164685,5.1
"1970-09-01",-4.574555080667153,5.505977718302724,5.4
"1970-10-01",-6.624379419673643,5.477248965411841,5.5
"1970-11-01",-6.284870871465786,5.448818528406951,5.9
"1970-12-01",-3.745423763329603,5.420681783642678,6.1
"1971-01-01",-1.1102668606599142,5.142521180743742,5.9
"1971-02-01",-1.2350138654528386,4.616204176316252,5.9
"1971-03-01",-1.2134777586651158,4.342955792733605,6.0
"1971-04-01",-0.3961412092500449,4.071809301878471,5.9
"1971-05-01",0.22672685062636866,4.309919248185201,5.9
"1971-06-01",0.9691138222820861,4.2881727483265575,5.9
"1971-07-01",0.4332213972766841,4.277381598328667,6.0
"1971-08-01",0.029656218180340588,4.266644631890326,6.1
"1971-09-01",2.333557973085787,4.000533461369926,6.0
"1971-10-01",5.099886758520089,3.736424674486827,5.8
"1971-11-01",6.131101314113563,3.4742948443873267,6.0
"1971-12-01",5.0082641660452065,3.2141209211797417,6.0
"1972-01-01",6.619586462779248,3.2061932459662934,5.8
"1972-02-01",7.746436208034346,3.6904556935450916,5.7
"1972-03-01",8.578855917112449,3.4401426717332484,5.8
"1972-04-01",9.058529583054575,3.4317092924129433,5.7
"1972-05-01",8.496787953655005,3.174869831458027,5.7
"1972-06-01",8.364926283568463,2.919915469226231,5.7
"1972-07-01",8.63031473338891,2.9128272923023335,5.6
"1972-08-01",10.518693519217193,2.9057734479542408,5.6
"1972-09-01",9.661842921639208,3.136565927821966,5.5
"1972-10-01",10.259167563217142,3.129015799320989,5.6
"1972-11-01",10.993361363335064,3.357629553360386,5.3
"1972-12-01",10.992117049345529,3.3495954428182095,5.2
"1973-01-01",9.263523415942743,3.5760663879098153,4.9
"1973-02-01",9.813487673057608,3.791923486229365,5.0
"1973-03-01",9.122687833698961,4.717856027509049,4.9
"1973-04-01",7.936089410218639,5.165467486489161,5.0
"1973-05-01",8.62923902739392,5.381415281390822,4.9
"1973-06-01",8.41485608972401,5.8223660278896805,4.9
"1973-07-01",8.862929757064997,5.582844955294197,4.8
"1973-08-01",7.388212271478034,7.137666284222766,4.8
"1973-09-01",7.525208238567238,7.1049346149850034,4.8
"1973-10-01",6.844790141413704,7.748749547837441,4.6
"1973-11-01",6.211720991758796,7.931675482858758,4.8
"1973-12-01",4.831812028040705,8.563788516181692,4.9
"1974-01-01",3.4752029708982057,9.168428268902229,5.1
"1974-02-01",1.686699943029657,9.531017980432477,5.2
"1974-03-01",1.67660717009408,9.656619839105085,5.1
"1974-04-01",1.516173411711863,9.593407501017115,5.1
"1974-05-01",1.6332518256667594,10.170921082532258,5.1
"1974-06-01",1.451486408931757,10.309550902697406,5.4
"1974-07-01",1.0727109561922799,10.9199291964992,5.5
"1974-08-01",0.2574025970485394,10.335851298715326,5.5
"1974-09-01",-0.5760888730287128,11.285448945523413,5.9
"1974-10-01",-1.6283114597324566,11.191791620398517,6.0
"1974-11-01",-5.495998405327285,11.511669060319107,6.6
"1974-12-01",-8.851314759721562,11.417682907965476,7.2
"1975-01-01",-9.53714559325376,11.111316814727612,8.1
"1975-02-01",-11.580820601247988,10.620582424577707,8.1
"1975-03-01",-12.674912871118726,9.948555121480585,8.6
"1975-04-01",-12.254688010044257,9.700973644040634,8.8
"1975-05-01",-13.248630026160724,8.855339734144518,9.0
"1975-06-01",-12.475201507780609,8.786135579133436,8.8
"1975-07-01",-11.58024878096735,9.105996551563011,8.6
"1975-08-01",-9.534023589090301,8.265990568812764,8.4
"1975-09-01",-8.362134858368764,7.608230645743941,8.4
"1975-10-01",-7.539249046278096,7.368771579115885,8.4
"1975-11-01",-3.9736892064173635,7.119110085859859,8.3
"1975-12-01",0.8602080875534046,6.886441108469343,8.2
"1976-01-01",3.691114253850891,6.477749831638757,7.9
"1976-02-01",7.004691609984537,6.0848260417389,7.7
"1976-03-01",8.199192190517435,5.884050002293373,7.6
"1976-04-01",8.655401186131417,5.684389897652897,7.7
"1976-05-01",9.33747614944358,6.029223025611996,7.4
"1976-06-01",8.70626095156366,5.809255683174586,7.6
"1976-07-01",8.340919398096469,5.4067221270275745,7.8
"1976-08-01",7.973079580369902,5.561971527509346,7.8
"1976-09-01",7.033379794541927,5.348868495098635,7.6
"1976-10-01",6.636087233028665,5.320403606346513,7.7
"1976-11-01",7.8640052850226905,4.9392755329576765,7.8
"1976-12-01",7.646230551821498,4.913268857764486,7.8
"1977-01-01",5.673469472502246,5.066585744678598,7.5
"1977-02-01",6.201702524756492,5.904492584262666,7.6
"1977-03-01",7.3493057899366665,6.230388333615444,7.4
"1977-04-01",7.674599952556438,6.720874969344948,7.2
"1977-05-01",8.104614863238258,6.520319381076245,7.0
"1977-06-01",8.793064100393977,6.486915430308926,7.2
"1977-07-01",8.387273795843475,6.453852113757108,6.9
"1977-08-01",7.702294617221916,6.421124245685572,7.0
"1977-09-01",7.888256750909539,6.22572752403201,6.8
"1977-10-01",8.0531142215718,6.194448596052471,6.8
"1977-11-01",6.695014819408263,6.496872118722585,6.8
"1977-12-01",5.817321398097386,6.464553595922595,6.4
"1978-01-01",4.9716382778695944,6.592172080482417,6.4
"1978-02-01",3.9666831824075377,6.052542038785269,6.3
"1978-03-01",4.570093660031116,6.180828737187571,6.3
"1978-04-01",5.749843308831393,6.297479916138826,6.1
"1978-05-01",5.231687928197282,6.899287148695077,6.0
"1978-06-01",5.195818829602539,7.174390485884086,5.9
"1978-07-01",4.997555552550281,7.446035366908532,6.2
"1978-08-01",5.351526688927466,7.562657533091155,5.9
"1978-09-01",5.128860590083306,8.142210471964262,6.0
"1978-10-01",5.738526196322757,8.55221734381617,5.8
"1978-11-01",6.3925891928084955,8.499321283339256,5.9
"1978-12-01",6.795960735445927,8.607460877124318,6.0
"1979-01-01",7.52908700172914,8.847229762930464,5.9
"1979-02-01",7.5684766827759375,9.386613623209161,5.9
"1979-03-01",6.005396560013132,9.760178779658446,5.8
"1979-04-01",2.841593395972497,9.971078311570736,5.8
"1979-05-01",3.2439645962758057,10.163264554381257,5.6
"1979-06-01",2.5456974226215845,10.505277600314411,5.7
"1979-07-01",2.453459008837333,10.840929850718428,5.7
"1979-08-01",1.408327820671218,11.186435768683012,6.0
"1979-09-01",1.262450648355662,11.225399417723825,5.9
"1979-10-01",0.9793939490548631,11.3967186978158,6.0
"1979-11-01",0.1325895336637295,11.860574240784683,5.9
"1979-12-01",-0.32938485799474115,12.44698419469481,6.0
"1980-01-01",0.7906973807700002,12.987508142141202,6.3
"1980-02-01",0.29516578808435057,13.244698984339731,6.3
"1980-03-01",-0.3521633460246143,13.621020483454949,6.3
