"date","GDP"
"1948-03-01",2.803445572641561
"1948-06-01",4.532666015230102
"1948-09-01",5.193547533891785
"1948-12-01",3.7341675837456734
"1949-03-01",0.9006815953933156
"1949-06-01",-1.0490562809845727
"1949-09-01",-0.512821636691907
"1949-12-01",-1.514880454840295
"1950-03-01",3.768682348430552
"1950-06-01",7.080383898500475
"1950-09-01",9.769825136037724
"1950-12-01",12.578208464217955
"1951-03-01",10.028674285534045
"1951-06-01",8.772121998122628
"1951-09-01",7.0283286749533325
"1951-12-01",5.340024888321793
"1952-03-01",5.034904312486788
"1952-06-01",3.52016232561585
"1952-09-01",2.203069117009626
"1952-12-01",5.211860736554996
"1953-03-01",6.00152054654588
"1953-06-01",6.573453200565549
"1953-09-01",5.286803192486822
"1953-12-01",0.5289973253555402
"1954-03-01",-1.7799505484141775
"1954-06-01",-2.4512370496799996
"1954-09-01",-0.7590095407207009
"1954-12-01",2.6996648356242936
"1955-03-01",5.9805224400109935
"1955-06-01",7.488949441257109
"1955-09-01",7.694222867967593
"1955-12-01",6.365666995989727
"1956-03-01",3.1613619514526903
"1956-06-01",2.369504380177734
"1956-09-01",0.9541541774934714
"1956-12-01",1.9726471956172276
"1957-03-01",3.0049376222929247
"1957-06-01",1.9606733276324562
"1957-09-01",3.0109042263719132
"1957-12-01",0.358990988432506
"1958-03-01",-2.9075121721129804
"1958-06-01",-2.032309134270527
"1958-09-01",-0.7118709616908525
"1958-12-01",2.6315939533449573
"1959-03-01",7.096013485187402
"1959-06-01",8.844954354563228
"1959-09-01",6.362977355903343
"1959-12-01",4.444134784917786
"1960-03-01",4.807640768371613
"1960-06-01",2.0226977275543234
"1960-09-01",2.4667765988082735
"1960-12-01",0.8539260545671112
"1961-03-01",-0.6714345359734253
"1961-06-01",1.5499736246807672
"1961-09-01",2.953607947163306
"1961-12-01",6.179037105673046
"1962-03-01",7.286849202369616
"1962-06-01",6.517322900048761
"1962-09-01",5.810562258360363
"1962-12-01",4.191362777893737
"1963-03-01",3.5128521807781254
"1963-06-01",3.7363594303288394
"1963-09-01",4.723932923524465
"1963-12-01",5.04884064796105
"1964-03-01",6.078630069020896
"1964-06-01",5.967825295277507
"1964-09-01",5.382685207383275
"1964-12-01",5.023292711170768
"1965-03-01",5.323140469123189
"1965-06-01",5.496751774943576
"1965-09-01",6.159077907553012
