"date","GDP"
"1965-12-01",8.135638618209207
"1966-03-01",8.137831285846886
"1966-06-01",7.1898859625974865
"1966-09-01",5.888756881398116
"1966-12-01",4.4127261117804295
"1967-03-01",2.885221478096689
"1967-06-01",2.5645430828753035
"1967-09-01",2.713943220192405
"1967-12-01",2.661666542900676
"1968-03-01",3.7597304386705943
"1968-06-01",5.345788231119641
"1968-09-01",5.203395587673576
"1968-12-01",4.847418309969598
"1969-03-01",4.378735254925026
"1969-06-01",3.0261877224502243
"1969-09-01",2.9309894221272614
"1969-12-01",2.0503540888485716
"1970-03-01",0.32983314824441834
"1970-06-01",0.18467225931644293
"1970-09-01",0.44452476472987
"1970-12-01",-0.15280463084863527
"1971-03-01",2.666433361342868
"1971-06-01",3.059555989674223
"1971-09-01",2.9575945245628787
"1971-12-01",4.282241360324157
"1972-03-01",3.4181456509864816
"1972-06-01",5.13930446520483
"1972-09-01",5.2747338793246
"1972-12-01",6.630729961707615
"1973-03-01",7.286350938735886
"1973-06-01",6.123240548714293
"1973-09-01",4.661768877050143
"1973-12-01",3.943163170434971
"1974-03-01",0.6760850017451858
"1974-06-01",-0.18762421809004337
"1974-09-01",-0.6153523392974591
"1974-12-01",-1.9446803087154407
"1975-03-01",-2.327032748964264
"1975-06-01",-1.822708271391349
"1975-09-01",0.7907375392857574
"1975-12-01",2.52879411901894
"1976-03-01",5.979289517970088
"1976-06-01",5.964912179535631
"1976-09-01",4.832101345538753
"1976-12-01",4.2422344028903325
"1977-03-01",3.1655252638710607
"1977-06-01",4.355276178417
"1977-09-01",5.601341059833587
"1977-12-01",4.863647553814232
"1978-03-01",4.055157583874802
"1978-06-01",5.92607929297948
"1978-09-01",5.144865987686664
"1978-12-01",6.467663429400261
"1979-03-01",6.316943958558596
"1979-06-01",2.623864623514649
"1979-09-01",2.367842094757755
"1979-12-01",1.2937151391492208
"1980-03-01",1.4184634991956102
"1980-06-01",-0.7511684610754799
"1980-09-01",-1.6193050021627187
"1980-12-01",-0.04152217266764069
"1981-03-01",1.6838535928867415
"1981-06-01",3.0002481482402032
"1981-09-01",4.2932285676482
"1981-12-01",1.2822745861909013
"1982-03-01",-2.451555576408637
"1982-06-01",-1.1773375160506916
"1982-09-01",-2.678548235015299
"1982-12-01",-1.4069446499746618
"1983-03-01",1.581254409729027
"1983-06-01",3.29523337358566
"1983-09-01",5.593809887471224
"1983-12-01",7.538433720464965
"1984-03-01",8.20356547514205
"1984-06-01",7.688342234837897
"1984-09-01",6.729074341642161
"1984-12-01",5.481490171118253
"1985-03-01",4.5031256065922065
"1985-06-01",3.6737694839604984
"1985-09-01",4.238697032870142
"1985-12-01",4.191604158691398
"1986-03-01",4.1255129166314575
"1986-06-01",3.6715350143976977
"1986-09-01",3.130037309571776
"1986-12-01",2.8994945872224065
"1987-03-01",2.6733154619368094
"1987-06-01",3.3314407806651403
"1987-09-01",3.231351231673152
"1987-12-01",4.352530874329297
"1988-03-01",4.21629337084628
"1988-06-01",4.413388143149888
"1988-09-01",4.086710259823789
"1988-12-01",3.7653232866215802
"1989-03-01",4.2079342898734495
"1989-06-01",3.678474162242118
"1989-09-01",3.8458732119757144
"1989-12-01",2.74112150410204
"1990-03-01",2.8270834540698786
"1990-06-01",2.429716433098683
"1990-09-01",1.7109210861455892
"1990-12-01",0.6442334305765129
"1991-03-01",-0.9150838302865338
"1991-06-01",-0.5280179268343232
"1991-09-01",-0.07349175218873683
"1991-12-01",1.216274938535733
"1992-03-01",2.8620078232389545
"1992-06-01",3.1845580373691007
"1992-09-01",3.673357971302771
"1992-12-01",4.235579834338132
"1993-03-01",3.2471540695027556
"1993-06-01",2.7440289655004335
"1993-09-01",2.262364597349098
"1993-12-01",2.591960422468631
"1994-03-01",3.3812414523257672
"1994-06-01",4.145933739157925
"1994-09-01",4.248044448705635
"1994-12-01",4.05008158955571
"1995-03-01",3.4154899691563045
"1995-06-01",2.406695008746418
"1995-09-01",2.6713254311124146
"1995-12-01",2.249562494264268
"1996-03-01",2.5623355684633253
"1996-06-01",3.9450192251933913
"1996-09-01",4.012901878900443
"1996-12-01",4.357430195477896
"1997-03-01",4.461854129890774
"1997-06-01",4.228653213740863
"1997-09-01",4.5725824145085525
"1997-12-01",4.29417118590667
"1998-03-01",4.519762496709667
"1998-06-01",3.987108644075299
"1998-09-01",4.022634790236168
"1998-12-01",4.878039419498492
"1999-03-01",4.689053089418316
"1999-06-01",4.5447793735432285
"1999-09-01",4.495622731967153
"1999-12-01",4.587838664014576
"2000-03-01",4.082502872637761
"2000-06-01",5.132464185859575
"2000-09-01",4.0020226822436555
"2000-12-01",2.847896305699571
"2001-03-01",2.2734796749299235
"2001-06-01",0.9311289746976925
"2001-09-01",0.49371485455385056
"2001-12-01",0.2048486806328853
"2002-03-01",1.4058411983585373
"2002-06-01",1.4271840044054684
"2002-09-01",2.2298677364977593
"2002-12-01",2.015705603506568
"2003-03-01",1.616063948399038
"2003-06-01",1.9896913262543947
"2003-09-01",3.164931703532581
"2003-12-01",4.263706950814061
"2004-03-01",4.320113767971279
"2004-06-01",4.126684351534671
"2004-09-01",3.3705107905582565
"2004-12-01",3.0694826903971517
"2005-03-01",3.556334581870857
"2005-06-01",3.3469293746462014
"2005-09-01",3.278795695292658
"2005-12-01",2.9871094449385183
"2006-03-01",3.1211950891234963
"2006-06-01",2.8991367167432003
"2006-09-01",2.151364883078166
"2006-12-01",2.361721715500842
"2007-03-01",1.2291722495609392
"2007-06-01",1.692968670338324
"2007-09-01",2.2742178006344815
"2007-12-01",1.8506891663035319
"2008-03-01",1.1041627601972692
"2008-06-01",0.8368586627200969
"2008-09-01",-0.3144477467024842
"2008-12-01",-2.8058440866967516
"2009-03-01",-3.5165679865082566
"2009-06-01",-4.1467109468348085
"2009-09-01",-3.339549296624078
"2009-12-01",-0.24108065208547913
"2010-03-01",1.5859655122095973
"2010-06-01",2.682496806167478
"2010-09-01",3.029498639831729
"2010-12-01",2.694110548915951
"2011-03-01",1.8755149374682034
"2011-06-01",1.6391549257770421
"2011-09-01",1.1759090317420728
"2011-12-01",1.6681823187894906
